entry_date,exit_date,option_ticker,entry_price,exit_price,pnl_w_slippage
2024-08-05,2024-08-06,O:SPY240806P00517000,3.44,0.35,-2.781
2024-08-06,2024-08-07,O:SPY240807P00522000,3.47,0.55,-2.628
2024-08-07,2024-08-08,O:SPY240808C00518000,4.29,6.83,2.286
2024-08-08,2024-08-09,O:SPY240809P00530000,2.5,2.42,-0.07200000000000006
2024-08-09,2024-08-12,O:SPY240812P00532000,1.99,0.94,-0.9450000000000001
2024-08-12,2024-08-13,O:SPY240813P00533000,2.45,0.62,-1.647
2024-08-13,2024-08-14,O:SPY240814P00542000,2.7,1.47,-1.1070000000000002
2024-08-14,2024-08-15,O:SPY240815C00543000,3.04,6.67,3.267
2024-08-15,2024-08-16,O:SPY240816C00553000,1.54,1.0,-0.48600000000000004
2024-08-16,2024-08-19,O:SPY240819P00554000,1.13,0.93,-0.17999999999999985
2024-08-19,2024-08-20,O:SPY240820P00559000,1.18,1.08,-0.08999999999999989
2024-08-20,2024-08-21,O:SPY240821P00558000,1.05,0.8,-0.225
2024-08-21,2024-08-22,O:SPY240822P00560000,1.32,0.49,-0.7470000000000001
2024-08-22,2024-08-23,O:SPY240823P00556000,2.09,0.91,-1.0619999999999998
2024-08-23,2024-08-26,O:SPY240826P00562000,1.4,0.76,-0.576
2024-08-26,2024-08-27,O:SPY240827C00560000,1.53,1.04,-0.441
2024-08-27,2024-08-28,O:SPY240828C00561000,2.52,2.37,-0.13499999999999993
2024-08-28,2024-08-29,O:SPY240829C00558000,2.98,3.0,0.018000000000000016
2024-08-29,2024-08-30,O:SPY240830C00558000,2.59,3.24,0.5850000000000003
2024-08-30,2024-09-03,O:SPY240903C00563000,1.57,0.46,-0.9990000000000001
2024-09-03,2024-09-04,O:SPY240904C00552000,2.19,1.12,-0.9629999999999999
2024-09-04,2024-09-05,O:SPY240905C00550000,2.35,2.44,0.08099999999999988
2024-09-05,2024-09-06,O:SPY240906C00549000,3.5,2.56,-0.846
2024-09-06,2024-09-09,O:SPY240909P00540000,2.55,0.5,-1.845
2024-09-09,2024-09-10,O:SPY240910C00546000,2.27,3.04,0.6930000000000001
2024-09-10,2024-09-11,O:SPY240911C00548000,3.08,2.12,-0.864
2024-09-11,2024-09-12,O:SPY240912C00554000,2.24,2.28,0.035999999999999636
2024-09-12,2024-09-13,O:SPY240913C00559000,1.39,1.99,0.5400000000000001
2024-09-13,2024-09-16,O:SPY240916C00562000,1.47,1.27,-0.17999999999999997
2024-09-16,2024-09-17,O:SPY240917P00562000,1.39,0.52,-0.7829999999999999
2024-09-17,2024-09-18,O:SPY240918C00563000,3.06,3.42,0.3239999999999999
2024-09-18,2024-09-19,O:SPY240919C00561000,3.21,10.14,6.237000000000001
2024-09-19,2024-09-20,O:SPY240920C00570000,1.31,0.74,-0.5130000000000001
2024-09-20,2024-09-23,O:SPY240923P00568000,1.78,0.89,-0.801
2024-09-23,2024-09-24,O:SPY240924P00569000,0.94,0.59,-0.315
2024-09-24,2024-09-25,O:SPY240925C00571000,1.16,1.1,-0.05399999999999985
2024-09-25,2024-09-26,O:SPY240926P00570000,1.04,0.21,-0.7470000000000001
2024-09-26,2024-09-27,O:SPY240927P00572000,1.07,0.59,-0.4320000000000001
2024-09-27,2024-09-30,O:SPY240930C00571000,1.86,1.19,-0.6030000000000002
2024-09-30,2024-10-01,O:SPY241001C00573000,1.78,1.6,-0.16199999999999995
2024-10-01,2024-10-02,O:SPY241002P00568000,1.68,1.8,0.1080000000000001
2024-10-02,2024-10-03,O:SPY241003P00568000,1.42,1.97,0.49500000000000005
2024-10-03,2024-10-04,O:SPY241004P00567000,2.23,0.4,-1.647
2024-10-04,2024-10-07,O:SPY241007P00572000,1.35,1.73,0.3419999999999999
2024-10-07,2024-10-08,O:SPY241008P00567000,1.45,0.49,-0.864
2024-10-08,2024-10-09,O:SPY241009C00573000,1.61,1.35,-0.234
2024-10-09,2024-10-10,O:SPY241010C00577000,1.9,1.04,-0.7739999999999999
2024-10-10,2024-10-11,O:SPY241011C00576000,1.81,1.27,-0.48600000000000004
2024-10-11,2024-10-14,O:SPY241014P00579000,1.34,0.44,-0.8100000000000002
2024-10-14,2024-10-15,O:SPY241015C00584000,1.4,1.41,0.009000000000000008
2024-10-15,2024-10-16,O:SPY241016P00579000,1.21,0.89,-0.288
2024-10-16,2024-10-17,O:SPY241017P00582000,1.34,0.25,-0.9810000000000001
2024-10-17,2024-10-18,O:SPY241018C00582000,1.81,2.54,0.657
2024-10-18,2024-10-21,O:SPY241021C00584000,1.65,0.93,-0.6479999999999999
2024-10-21,2024-10-22,O:SPY241022C00583000,1.69,0.42,-1.143
2024-10-22,2024-10-23,O:SPY241023P00583000,1.19,2.07,0.7919999999999999
2024-10-23,2024-10-24,O:SPY241024C00577000,2.45,3.33,0.7919999999999999
2024-10-24,2024-10-25,O:SPY241025P00579000,1.07,0.39,-0.6120000000000001
2024-10-25,2024-10-28,O:SPY241028C00579000,1.75,3.81,1.854
2024-10-28,2024-10-29,O:SPY241029C00580000,2.13,1.38,-0.675
2024-10-29,2024-10-30,O:SPY241030C00581000,2.89,1.7,-1.0710000000000002
2024-10-30,2024-10-31,O:SPY241031P00580000,2.3,4.68,2.142
2024-10-31,2024-11-01,O:SPY241101P00568000,1.93,0.59,-1.206
2024-11-01,2024-11-04,O:SPY241104C00571000,2.34,1.66,-0.612
2024-11-04,2024-11-05,O:SPY241105P00569000,1.39,0.82,-0.513
2024-11-05,2024-11-06,O:SPY241106P00576000,3.49,0.09,-3.0600000000000005
2024-11-06,2024-11-07,O:SPY241107C00591000,2.11,3.0,0.8010000000000002
2024-11-07,2024-11-08,O:SPY241108C00595000,2.23,1.81,-0.37799999999999995
2024-11-08,2024-11-11,O:SPY241111C00598000,1.36,2.25,0.8009999999999999
2024-11-11,2024-11-12,O:SPY241112C00598000,1.61,1.55,-0.05400000000000005
2024-11-12,2024-11-13,O:SPY241113C00596000,2.5,2.11,-0.35100000000000015
2024-11-13,2024-11-14,O:SPY241114C00597000,1.74,1.35,-0.3509999999999999
2024-11-14,2024-11-15,O:SPY241115C00593000,1.3,0.29,-0.909
2024-11-15,2024-11-18,O:SPY241118C00585000,2.35,2.03,-0.28800000000000026
2024-11-18,2024-11-19,O:SPY241119P00588000,1.36,3.59,2.0069999999999997
2024-11-19,2024-11-20,O:SPY241120C00590000,2.61,2.23,-0.3419999999999999
2024-11-20,2024-11-21,O:SPY241121C00590000,3.14,3.95,0.7290000000000001
2024-11-21,2024-11-22,O:SPY241122C00593000,2.33,1.87,-0.414
2024-11-22,2024-11-25,O:SPY241125C00595000,1.72,4.63,2.619
2024-11-25,2024-11-26,O:SPY241126C00597000,1.83,2.44,0.5489999999999999
2024-11-26,2024-11-27,O:SPY241127C00600000,2.02,1.35,-0.603
2024-11-27,2024-11-29,O:SPY241129C00598000,1.7,1.99,0.26100000000000007
2024-11-29,2024-12-02,O:SPY241202C00602000,1.48,1.54,0.05400000000000005
2024-12-02,2024-12-03,O:SPY241203P00603000,0.62,0.82,0.17999999999999997
2024-12-03,2024-12-04,O:SPY241204P00603000,0.61,0.28,-0.297
2024-12-04,2024-12-05,O:SPY241205C00607000,1.26,1.25,-0.009000000000000008
2024-12-05,2024-12-06,O:SPY241206P00606000,1.3,0.51,-0.7110000000000001
2024-12-06,2024-12-09,O:SPY241209C00607000,1.53,1.3,-0.207
2024-12-09,2024-12-10,O:SPY241210P00604000,0.94,0.38,-0.504
2024-12-10,2024-12-11,O:SPY241211C00602000,2.27,3.87,1.4400000000000002
2024-12-11,2024-12-12,O:SPY241212C00607000,1.18,0.67,-0.4589999999999999
2024-12-12,2024-12-13,O:SPY241213C00604000,1.44,2.6,1.0440000000000003
2024-12-13,2024-12-16,O:SPY241216P00604000,1.2,0.26,-0.846
2024-12-16,2024-12-17,O:SPY241217C00606000,1.33,0.31,-0.918
2024-12-17,2024-12-18,O:SPY241218P00604000,1.91,1.83,-0.07199999999999987
2024-12-18,2024-12-19,O:SPY241219C00586000,3.27,5.89,2.3579999999999997
2024-12-19,2024-12-20,O:SPY241220P00586000,3.79,4.91,1.0080000000000002
2024-12-20,2024-12-23,O:SPY241223C00591000,2.28,1.62,-0.5939999999999998
2024-12-23,2024-12-24,O:SPY241224C00594000,1.95,2.4,0.40499999999999997
2024-12-24,2024-12-26,O:SPY241226P00601000,1.03,2.19,1.044
2024-12-26,2024-12-27,O:SPY241227C00601000,1.37,0.22,-1.0350000000000001
2024-12-27,2024-12-30,O:SPY241230P00595000,1.88,7.28,4.86
2024-12-30,2024-12-31,O:SPY241231P00588000,2.37,1.3,-0.9630000000000001
2024-12-31,2025-01-02,O:SPY250102P00586000,1.97,0.83,-1.0260000000000002
2025-01-02,2025-01-03,O:SPY250103C00584000,2.96,4.23,1.1430000000000005
2025-01-03,2025-01-06,O:SPY250106P00591000,1.33,0.25,-0.9720000000000001
2025-01-06,2025-01-07,O:SPY250107P00595000,1.33,0.58,-0.6750000000000002
2025-01-07,2025-01-08,O:SPY250108C00588000,2.66,2.68,0.018000000000000016
2025-01-08,2025-01-10,O:SPY250109C00589000,1.09,1.29,0.17999999999999997
2025-01-10,2025-01-13,O:SPY250113C00580000,2.57,0.63,-1.746
2025-01-13,2025-01-14,O:SPY250114P00581000,2.06,0.85,-1.089
2025-01-14,2025-01-15,O:SPY250115C00582000,3.89,8.49,4.14
2025-01-15,2025-01-16,O:SPY250116C00592000,2.33,2.96,0.567
2025-01-16,2025-01-17,O:SPY250117P00591000,2.1,0.27,-1.647
2025-01-17,2025-01-21,O:SPY250121C00597000,2.29,4.19,1.7100000000000004
2025-01-21,2025-01-22,O:SPY250122C00603000,1.55,2.0,0.40499999999999997
2025-01-22,2025-01-23,O:SPY250123C00606000,1.45,0.95,-0.45
2025-01-23,2025-01-24,O:SPY250124C00609000,1.5,1.59,0.08100000000000007
2025-01-24,2025-01-27,O:SPY250127C00607000,1.63,0.02,-1.4489999999999998
2025-01-27,2025-01-28,O:SPY250128P00599000,1.76,1.08,-0.612
2025-01-28,2025-01-29,O:SPY250129C00604000,2.36,1.94,-0.37799999999999995
2025-01-29,2025-01-30,O:SPY250130P00601000,2.19,0.66,-1.3769999999999998
2025-01-30,2025-01-31,O:SPY250131C00605000,2.08,3.16,0.9720000000000001
2025-01-31,2025-02-03,O:SPY250203P00601000,2.09,8.47,5.742000000000001
2025-02-03,2025-02-04,O:SPY250204P00597000,2.42,1.76,-0.594
2025-02-04,2025-02-05,O:SPY250205P00601000,2.35,1.64,-0.6390000000000002
2025-02-05,2025-02-06,O:SPY250206C00604000,2.0,2.69,0.621
2025-02-06,2025-02-07,O:SPY250207C00606000,1.87,1.9,0.026999999999999826
2025-02-07,2025-02-10,O:SPY250210C00600000,2.88,4.3,1.278
2025-02-10,2025-02-11,O:SPY250211C00604000,1.85,0.8,-0.9450000000000001
2025-02-11,2025-02-12,O:SPY250212P00605000,1.92,5.84,3.528
2025-02-12,2025-02-13,O:SPY250213P00603000,1.6,0.96,-0.5760000000000002
2025-02-13,2025-02-14,O:SPY250214C00609000,1.9,1.86,-0.03599999999999983
2025-02-14,2025-02-18,O:SPY250218P00609000,1.15,0.51,-0.576
2025-02-18,2025-02-19,O:SPY250219P00611000,1.1,1.54,0.39599999999999996
2025-02-19,2025-02-20,O:SPY250220C00612000,1.23,0.74,-0.441
2025-02-20,2025-02-21,O:SPY250221P00610000,1.45,1.18,-0.24300000000000002
2025-02-21,2025-02-24,O:SPY250224C00599000,3.17,3.68,0.45900000000000024
2025-02-24,2025-02-25,O:SPY250225P00597000,1.77,1.79,0.018000000000000016
2025-02-25,2025-02-26,O:SPY250226C00594000,3.26,3.61,0.3150000000000001
2025-02-26,2025-02-27,O:SPY250227C00594000,3.46,3.97,0.45900000000000024
2025-02-27,2025-02-28,O:SPY250228P00585000,2.57,2.26,-0.2790000000000001
2025-02-28,2025-03-03,O:SPY250303C00594000,2.23,3.39,1.0440000000000003
2025-03-03,2025-03-04,O:SPY250304P00583000,2.35,4.96,2.3489999999999998
2025-03-04,2025-03-05,O:SPY250305P00576000,2.25,2.87,0.5580000000000002
2025-03-05,2025-03-06,O:SPY250306C00583000,2.96,0.57,-2.1510000000000002
2025-03-06,2025-03-07,O:SPY250307P00572000,3.61,4.23,0.5580000000000005
2025-03-07,2025-03-10,O:SPY250310P00575000,3.18,7.98,4.320000000000001
2025-03-10,2025-03-11,O:SPY250311C00560000,4.4,3.05,-1.2150000000000005
2025-03-11,2025-03-12,O:SPY250312P00555000,3.25,0.89,-2.124
2025-03-12,2025-03-13,O:SPY250313C00558000,3.41,3.01,-0.3600000000000003
2025-03-13,2025-03-14,O:SPY250314C00551000,4.47,6.12,1.4850000000000003
2025-03-14,2025-03-17,O:SPY250317C00562000,2.61,2.64,0.027000000000000225
2025-03-17,2025-03-18,O:SPY250318C00567000,2.19,1.16,-0.927
2025-03-18,2025-03-19,O:SPY250319P00561000,2.37,1.94,-0.3870000000000002
2025-03-19,2025-03-20,O:SPY250320P00567000,2.3,4.71,2.169
2025-03-20,2025-03-21,O:SPY250321C00565000,2.25,0.64,-1.4489999999999998
